id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,"m,c",vec p,vec p_1 + vec p_2,\vec p_1 + \vec p_2,kg * m * s^{-1},,impulsul centrului de masă al unui sistem de două particule; impulsul total al sistemului,mass center impulse of a two-particles system; total impulse of the system,https://en.wikipedia.org/wiki/Impulse_(physics),impulse center of mass of a system of two particles; the total momentum of the system,
,,"m,c",m,m_1 + m_2,m_1 + m_2,,,masa sistemului,system's mass,https://en.wikipedia.org/wiki/Mass,table system,
,,"m,c",m,,,,,masa sistemului,system's mass,https://en.wikipedia.org/wiki/Mass,table system,
,,"m,c",vec v_{CM},,,,,viteza centrului de masă,mass center velocity,https://en.wikipedia.org/wiki/Velocity,speed mass center,
,,"m,c",m_1,,,,,masele particulei m1,particle m1's mass,https://en.wikipedia.org/wiki/Mass,particle masses m1,
,,"m,c",m_2,,,,,masele particulei m2,particle m2's mass,https://en.wikipedia.org/wiki/Mass,particle masses m2,
,,"m,c",vec v_1,,,,,viteza particulei m1,particle m1's velocity,https://en.wikipedia.org/wiki/Velocity,speed particle m1,
,,"m,c",vec v_2,,,,,viteza particulei m2,particle m2's velocity,https://en.wikipedia.org/wiki/Velocity,speed particle m2,
,,m,vec H,vec F_m * Delta t,\vec F_m * \Delta t,N * s,,Impulsul forţei,the force impulse,https://en.wikipedia.org/wiki/Impulse_(physics),The impulse force,
,,m,vec F_m,,,,,forţa medie,average force,https://en.wikipedia.org/wiki/Force,average force,
,,m,Delta t,,,,,intervalul de timp în care are loc variaţia vitezei unui punct material,time interval for velocity variation of a material point,,the time in which the speed variation of a material point,
,,"m,c",p,m * c,m * c,kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,https://en.wikipedia.org/wiki/Photon,a photon pulse module,
,,"m,c",p,{bar h * nu} / {c},{\bar h * \nu} / {c},kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,https://en.wikipedia.org/wiki/Photon,a photon pulse module,
,,"m,c",p,bar h / lambda,\bar h / \lambda,kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,https://en.wikipedia.org/wiki/Photon,a photon pulse module,
,,"m,c",m,,,,,masa fotonului,photon mass,https://en.wikipedia.org/wiki/Photon,photon mass,
,,"m,c",c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,the speed of light in vacuum,
,,"m,c",bar h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,"m,c",nu,,,,,frecvenţa radiaţiei,radiation's frequency,https://en.wikipedia.org/wiki/Frequency,frequency radiation,
,,"m,c",lambda,,,,,lungimea de undă a radiaţiei,the wavelength of the radiation,https://en.wikipedia.org/wiki/Wavelength,the wavelength of the radiation,
,,"m,c",p,bar h / lambda,\bar h / \lambda,kg * m * s^{-1},,Impulsul unei particule (ipoteza de Broglie),the impulse of a particle (de Broglie hypothesis),https://en.wikipedia.org/wiki/Impulse_(physics),The momentum of a particle (de Broglie hypothesis),
,,"m,c",bar h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,"m,c",lambda,,,,,lungimea de undă asociată unei particule în mişcare,the wavelength associated to a moving particle,https://en.wikipedia.org/wiki/Wavelength,"a wavelength associated with moving particles,",
,,o,n,c / v,c / v,,,indice de refracţie absolut,absolute refractive index,https://en.wikipedia.org/wiki/Refractive_index,absolute refractive index,
,,o,n,sqrt {epsilon_r * mu_r},\sqrt {\epsilon_r * \mu_r},,,indice de refracţie absolut,absolute refractive index,https://en.wikipedia.org/wiki/Refractive_index,absolute refractive index,
,,o,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,the speed of light in vacuum,
,,o,v,,,,,viteza luminii în mediul de indice n,the velocity of the light in the index n environment,https://en.wikipedia.org/wiki/Speed_of_light,speed of light in the index n,
,,o,epsilon_r,,,,,permitivitatea electrică relativă a mediului,electrical relative permittivity of the environment,https://en.wikipedia.org/wiki/Permittivity,Electrical permittivity relative environmental,
,,o,mu_r,,,,,permeabilitatea magnetică relativă a mediului,relative magnetic permeability of the environment,https://en.wikipedia.org/wiki/Permeability_(electromagnetism),the relative magnetic permeability of the environment,
,,o,n_{21},n_2 / n_1,n_2 / n_1,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,https://en.wikipedia.org/wiki/Refractive_index,refractive index relative to Medium 1 Medium 2,
,,o,n_{21},v_1 / v_2,v_1 / v_2,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,https://en.wikipedia.org/wiki/Refractive_index,refractive index relative to Medium 1 Medium 2,
,,o,n_{21},sin(i)/ sin(r),\sin i / \sin r,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,https://en.wikipedia.org/wiki/Refractive_index,refractive index relative to Medium 1 Medium 2,
,,o,n_{21},sin(l),\sin l,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,https://en.wikipedia.org/wiki/Refractive_index,refractive index relative to Medium 1 Medium 2,
,,o,"n_1,n_2",,,,,indicii de refracţie absoluţi ai mediilor 1 şi 2,absolute refractive indexs of the medium 1 and 2,https://en.wikipedia.org/wiki/Refractive_index,absolute refractive indices of media 1 and 2,
,,o,"v_1,v_2",,,,,vitezele de propagare a luminii în mediile 1 şi 2,velocity of the light propagation in the medium 1 and 2,https://en.wikipedia.org/wiki/Speed_of_light,speed of light propagation environments 1 and 2,
,,o,n,{sin ({delta_m + A} / {2} )} / {sin (A/2)},{\sin ({\delta_m + A} / {2} )} / {\sin (A/2)},,,indicele de refracţie al prismei optice,the refractive index of the optical prism,https://en.wikipedia.org/wiki/Refractive_index,the refractive index of the optical prism,
,,o,l,,,,,unghi limită,limit angle,https://en.wikipedia.org/wiki/Angle,angle limit,
,,o,A,,,,,unghiul prismei optice,angle optical prism,https://en.wikipedia.org/wiki/Prism,angle optical prism,
,,o,delta_m,,,,,unghi de deviaţie minimă al unei prisme optice,the minimum deviation angle of an optical prism,https://en.wikipedia.org/wiki/Prism,the minimum deviation angle optical prism,
,,"e,mg",L,{mu * N^2 * S} / {l},{\mu * N^2 * S} / {l},H,,Inductanţa proprie a unei bobine (circuit electric),the own inductance of a coil (electric circuit),https://en.wikipedia.org/wiki/Inductance,Inductance of a coil (circuit),
,,"e,mg",L,phi / I,\phi / I,H,,Inductanţa proprie a unei bobine (circuit electric),the own inductance of a coil (electric circuit),https://en.wikipedia.org/wiki/Inductance,Inductance of a coil (circuit),
,,"e,mg",N,,,,,numărul de spire,the number of the whirls,,the number of turns,
,,"e,mg",S,,,,,aria suprafeţei unei spire,the surface area of ​​a whirl,,the surface area of ​​a whirl,
,,"e,mg",l,,,,,lungimea bobinei ,coil length,https://en.wikipedia.org/wiki/Electromagnetic_coil,coil length,
,,"e,mg",phi,,,,,flux magnetic,magnetical flux,https://en.wikipedia.org/wiki/Magnetic_flux,flux,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,https://en.wikipedia.org/wiki/Intensity_(physics),electrical current,
,,"e,mg",mu,,,,,permeabilitatea magnetică a miezului bobinei,magnetic permeability of the core of the coil,https://en.wikipedia.org/wiki/Permeability_(electromagnetism),magnetic permeability of the core coil,
,,"e,mg",B,{F_{max}} / {I*l},{F_{max}} / {I*l},T,,inductia magnetică a unui câmp magnetic omogen,magnetic induction of a homogeneous magnetic field,https://en.wikipedia.org/wiki/Electromagnetic_induction,Magnetic induction of a homogeneous magnetic field,
,,"e,mg",B,{f} / {q*v},{f} / {q*v},T,,inductia magnetică a unui câmp magnetic omogen,magnetic induction of a homogeneous magnetic field,https://en.wikipedia.org/wiki/Electromagnetic_induction,Magnetic induction of a homogeneous magnetic field,
,,"e,mg",F_{max},,,,,forţa electromagnetică maximă,the maximum electromagnetic force,https://en.wikipedia.org/wiki/Electromagnetism,The maximum electromagnetic force,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,https://en.wikipedia.org/wiki/Electric_intensity,electrical current,
,,"e,mg",l,,,,,lungimea conductorului aflat în câmp,the length of the conductor found in the field,,length of the conductor found in field,
,,"e,mg",F_{max},,,,,forţa Lorentz,Lorentz force,https://en.wikipedia.org/wiki/Lorentz_force,Lorentz force,
,,"e,mg",q,,,,,sarcina electrică a unei particule (corp de probă),the electric charge of a particle (test body),https://en.wikipedia.org/wiki/Electric_charge,the electric charge of a particle (test body),
,,"e,mg",v,,,,,viteza constantă a particulei în direcţie transversală pe liniile de câmp,the constant velocity of the particle in the transverse direction of the field lines,https://en.wikipedia.org/wiki/Velocity,the constant speed of the particle in the transverse direction of the field lines,
,,"e,mg",B,mu * {I} / {2*pi*r},\mu * {I} / {2*\pi*r},T,,a) inducţia magnetică a unui câmp generat de un conductor rectiliniu parcurs de curent electric,a) magnetic induction of a field generated by a straight conductor passed by electric current ,https://en.wikipedia.org/wiki/Electromagnetic_induction,a) Induction of a magnetic field generated by a current-carrying wire conductor straight,
,,"e,mg",mu,,,,,permeabilitatea magnetică a mediului,the magnetic permeability of the environment,https://en.wikipedia.org/wiki/Permeability_(electromagnetism),the magnetic permeability of the environment,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,https://en.wikipedia.org/wiki/Electric_intensity,electrical current,
,,"e,mg",r,,,,,distanţa faţă de conductor,distance from the conductor,,distance from the conductor,
,,"e,mg",B,mu * {I} / {2*r},\mu * {I} / {2*r},T,,b) inducţia magnetică în centrul unei spire parcurse de curent electric,b) magnetic induction in the centre of a coil passed by electric current,https://en.wikipedia.org/wiki/Electromagnetic_induction,b) the center of a magnetic induction coils carry current,
,,"e,mg",mu,,,,,permeabilitatea magnetică a mediului,the magnetic permeability of the environment,https://en.wikipedia.org/wiki/Permeability_(electromagnetism),the magnetic permeability of the environment,
,,"e,mg",r,,,,,raza spirei,coil radius,https://en.wikipedia.org/wiki/Electromagnetic_coil,root radius,
,,"e,mg",B,mu * {N*I} / {l},\mu * {N*I} / {l},T,,c) inducţia magnetica în interiorul unui solenoid parcurs de curent electric (bobină),c) magnetic induction inside of a solenoid passed by electric current (coil),https://en.wikipedia.org/wiki/Electromagnetic_induction,c) magnetic flux within a current-carrying wire solenoid (coil),
,,"e,mg",N,,,,,numărul de spire,the number of coils,,the number of turns,
,,"e,mg",I,,,,,intensitatea curentului electric,the intensity of the electric current,https://en.wikipedia.org/wiki/Electric_intensity,electrical current,
,,"e,mg",l,,,,,lungimea solenoidului,the lenght of the solenoid,https://en.wikipedia.org/wiki/Solenoid,length solenoid,
,,"e,o,r",vec E,{vec F} / {q},{\vec F} / {q},V * m^{-1},,Intensitatea câmpului electric,electric field strength,https://en.wikipedia.org/wiki/Electric_field,Electric field strength,
,,"e,o,r",E,{Q} / {4*pi*epsilon*r^2},{Q} / {4*\pi*\epsilon*r^2},,,Intensitatea câmpului electric,electric field strength,https://en.wikipedia.org/wiki/Electric_field,Electric field strength,
,,"e,o,r",vec F,,,,,forţa de interacţiune electrică,electrical interaction field,https://en.wikipedia.org/wiki/Electric_field,Electrical interaction force,
,,"e,o,r",q,,,,,sarcina electrică a corpului de probă aflat în câmp,electrical load of the test body found in the field,https://en.wikipedia.org/wiki/Electrical_load,electrical load test body found in field,
,,"e,o,r",Q,,,,,sarcina electrică a generatorului de câmp,electric field of the field generator ,https://en.wikipedia.org/wiki/Electric_field,electrical load generator field,
,,"e,o,r",r,,,,,distanţa dintre sarcinile punctiforme Q şi q,the distance between the load point Q and q,,the distance between the point loads Q and q,
,,"e,o,r",epsilon,,,,,permitivitatea electrică a mediului,electrical permitivity of the environment,https://en.wikipedia.org/wiki/Permittivity,electrical permittivity of the environment,
,,"e,o,r",E,U / d,U / d,V * m^{-1},,a) intensitatea câmpului electric al condensatorului plan,a) electric field intensity of the plan capacitor,https://en.wikipedia.org/wiki/Electric_field,a) electric field of the capacitor plan,
,,"e,o,r",U,,,,,tensiunea electrică a unui condensator plan,electric tension of a plan capacitor,https://en.wikipedia.org/wiki/Capacitor,a capacitor voltage,
,,"e,o,r",d,,,,,distanţa dintre armăturile condensatorului,the distance between the capacitor's plates,https://en.wikipedia.org/wiki/Capacitor,the distance between the capacitor plates,
,,"e,o,r",E_k,E_{k^0} * sin(omega*t + varphi_{0_k} - {2*pi*r_k} / {T*c}),E_{k^0} * \sin(\omega*t + \varphi_{0_k} - {2*\pi*r_k} / {T*c}),,,b) intensitatea câmpului electric emis de un dipol k,b) the intensity of the electric field emitted by a dipole k,https://en.wikipedia.org/wiki/Electric_field,b) the electric field emitted by a dipole k,
,,"e,o,r",E,,,,,elongaţia câmpului electric ,the elongation of the electric field,https://en.wikipedia.org/wiki/Electric_field,the displacement of the electric field,
,,"e,o,r",E_{k^0},,,,,amplitudinea câmpului electric,the amplitude of the electric field,https://en.wikipedia.org/wiki/Amplitude,the amplitude of the electric field,
,,"e,o,r",omega,,,,,pulsaţia,pulsation,,pulsation,
,,"e,o,r",varphi_0,,,,,faza iniţială,the initial phase,,The initial phase,
,,"e,o,r",r,,,,,distanţa faţă de dipol,the distance to the dipole,https://en.wikipedia.org/wiki/Dipole,distance from the dipole,
,,"e,o,r",T,,,,,perioada,period,,period,
,,"e,o,r",c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,the speed of light in vacuum,
,,"e,o,r",E,2*E_0* cos({2*pi} / {T} * {r_2 - r_1} / {2*c} ) * sin ({2*pi} / {T} * (t- {r_1 + r_2} / {2*c})),2*E_0* \cos({2*\pi} / {T} * {r_2 - r_1} / {2*c} ) * \sin ({2*\pi} / {T} * (t- {r_1 + r_2} / {2*c})),,,c) intensitatea câmpului electric rezultant în dispozitivul interterenţial Young,c) the intensity of the electric field resulting in the Young interferential device,https://en.wikipedia.org/wiki/Electric_field,c) electric field resulting in device interterenţial Young,
,,"e,o,r",E,,,,,elongaţia câmpului rezultant,the elongation of the resulting field,,The resulting elongation field,
,,"e,o,r",e_0,,,,,amplitudinea câmpului electric al undelor care interferă,the amplitude of the electric field of the waves that interfere,https://en.wikipedia.org/wiki/Amplitude,electric field amplitude of waves that interfere,
,,"e,o,r",r_1,,,,,distanţele de la surse la punctul de interferenţă,distance from the sources to the interference point,https://en.wikipedia.org/wiki/Electromagnetic_interference,the distances from the point sources of interference,
,,"e,o,r",T,,,,,perioada,period,,period,
,,"e,o,r",c,,,,,viteza luminii in vid,velocity of the light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,speed of light in vacuum,
,,m,vec Gamma,{vec F} / {m},{\vec F} / {m},N * kg^{-1},,Intensitatea câmpului gravitaţional,the intensity of the gravitational field,https://en.wikipedia.org/wiki/Gravitational_field,Gravitational field intensity,
,,m,Gamma,k * {M} / {r^2},k * {M} / {r^2},N * kg^{-1},,intensitatea câmpului gravitaţional,the intensity of the gravitational field,https://en.wikipedia.org/wiki/Gravitational_field,gravitational field intensity,
,,m,vec F,,,,,forţa de atracţie universală,universal force of attraction,,universal force of attraction,
,,m,mu,,,,,masa corpului de probă,trial mass,https://en.wikipedia.org/wiki/Mass,body mass trial,
,,m,M,,,,,masa generatoare de câmp,field generator mass,,mass field generators,
,,m,r,,,,,"distanţa dintre centrele corpurilor de mase m, M","distance between mass bodies m, M",,"distance between the centers of bodies of masses m, M",
,,e,I,[Q} / {t},[Q} / {t},A,,Intensitatea curentului electric,electric current intensity,https://en.wikipedia.org/wiki/Electric_current,Electrical current,
,,e,I,{N*e} / {t},{N*e} / {t},A,,Intensitatea curentului electric,electric current intensity,https://en.wikipedia.org/wiki/Electric_current,Electrical current,
,,e,I,e * n * S * v,e * n * S * v,A,,Intensitatea curentului electric,electric current intensity,https://en.wikipedia.org/wiki/Electric_current,Electrical current,
,,e,Q,,,,,sarcina electrică,electric charge,https://en.wikipedia.org/wiki/Electric_charge,the electric charge,
,,e,v,,,,,viteza electronilor,electrons velocity,https://en.wikipedia.org/wiki/Electron,speed electrons,
,,e,t,,,,,timpul în care sarcina electrică străbate suprafaţa transversală a unui conductor,the time during the electric charge passes through the transversal section of a conductor ,,During the electric charge passes through a conductor cross-sectional area,
,,e,N,,,,,numărul de particule încărcate,the number of charged particles,,the number of charged particles,
,,e,e,,,,,sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Elementary_charge,Elementary electric charge,
,,e,n,,,,,concentraţia de electroni,electrons concentration,https://en.wikipedia.org/wiki/Concentration,electron concentration,
,,e,S,,,,,aria secţiunii,sections area,,cross-sectional area,
,,e,i,I_{max} * sin(omega*t +- varphi_0),I_{max} * \sin(\omega*t \pm \varphi_0),,,Intensitatea instantanee a curentului alternativ,instantaneous intensity of AC,https://en.wikipedia.org/wiki/Electric_current,Instantaneous intensity of AC,
,,e,I_{max},,,,,valoarea maximă a intensităţii curentului electric,maximum value of the electric current's intensity,https://en.wikipedia.org/wiki/Electric_current,Maximum electric current,
,,e,omega,,,,,pulsaţie,pulsation,,pulse,
,,e,varphi_0,,,,,faza iniţială,the initial phase,,The initial phase,
,,e,t,,,,,timp,time interval for velocity variation of a material point,,time,
,,e,I_{ef},{I_{max}} / {sqrt 2},{I_{max}} / {\sqrt 2},A,,a) intensitatea efectivă a curentului alternativ,a) effective intensity of AC,https://en.wikipedia.org/wiki/Electric_current,a) effective intensity of AC,
,,e,I_{max},,,,,valoarea maximă a intensitătii curentului electric,maximum value of the electric current's intensity,https://en.wikipedia.org/wiki/Electric_current,Maximum electric current,
,,o,I_e,{Delta phi_e} / {Delta Omega},{\Delta \phi_e} / {\Delta \Omega},W * sr{-1},,Intensitatea energetică a unei surse punctiforme de radiaţie,energetic intensity of a point source of radiation,https://en.wikipedia.org/wiki/Intensity_(physics),Energy intensity of a point source of radiation,
,,o,Delta phi_e,,,,,fluxul de radiaţie,the radiation flow,https://en.wikipedia.org/wiki/Radiation,the radiation flow,
,,o,Delta Omega,,,,,unghiul solid,solid angle,https://en.wikipedia.org/wiki/Solid_angle,solid angle,
,,o,I,{Delta phi} / {Delta Omega},{\Delta \phi} / {\Delta \Omega},cd,,Intensitatea luminoasă a unei surse punctiforme de radiaţie,the luminous intensity of a point source of radiation,https://en.wikipedia.org/wiki/Intensity_(physics),The luminous intensity of a point source of radiation,
,,o,Delta phi,,,,,fluxul luminos,luminous flux,https://en.wikipedia.org/wiki/Luminous_flux,luminous flux,
,,o,Delta Omega,,,,,unghiul solid,solid angle,https://en.wikipedia.org/wiki/Solid_angle,solid angle,
,,m,i,x_{k+1} - x_k,x_{k+1} - x_k,,,Interfranja în dispozitivul interferenţial Young,interfringe in interferential device Young,,Interfranja into the interferential Young,
,,m,i,{lambda * D} / {2l},{\lambda * D} / {2l},,,Interfranja în dispozitivul interferenţial Young,interfringe in interferential device Young,,Interfranja into the interferential Young,
,,m,lambda,,,,,lungimea de undă a radiaţiei,the wavelength of the radiation,https://en.wikipedia.org/wiki/Wavelength,the wavelength of the radiation,
,,m,2l,,,,,distanţa dintre fante,distance between slots,,distance between slots,
,,m,D,,,,,distanţa dintre planul surselor şi ecran,the distance between the plan source and the screen,,the distance between the source and screen,
,,m,"x_k,x_{k+1}",,,,,distanţa dintre planul de simetrie al sistemului şi două puncte consecutive de maxim (minim) de interferenţă,the distance between the plane of symmetry of the system and two consecutive points number of maximum (minimum) of interference,https://en.wikipedia.org/wiki/Electromagnetic_interference,the distance between the plane of symmetry of the system and two consecutive points of maximum (minimum) number of interference,
,,m,i,{lambda} / {2*alpha*n},{\lambda} / {2*\alpha*n},m,,Intertranja la o pană optică,interfringe of an optical wedge,https://en.wikipedia.org/wiki/Wedge_prism,Intertranja an optical wedge,
,,m,lambda,,,,,lungimea de undă a radiaţiei,the wavelength of the radiation,https://en.wikipedia.org/wiki/Wavelength,the wavelength of the radiation,
,,m,alpha,,,,,unghiul penei optice,optical wedge angle,,optical wedge angle,
,,m,n,,,,,indicele de refracţie al mediului din care este formată pana,the refractive index of the environment which is formed by the wedge,https://en.wikipedia.org/wiki/Refractive_index,the refractive index of the environment which is formed by,
,,m,vec F,m*vec a,m*\vec a,N,,"forţa aplicată unui corp din Legea a doua a dinamicii, în teoria newtoniană",the force applied to a body of the second law of dynamics in Newtonian theory,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,force applied to a body of the second law of dynamics in Newtonian theory,
,,m,vec F,m * {Delta vec v} / {Delta t},m * {\Delta \vec v} / {\Delta t},N,,"forţa aplicată unui corp din Legea a doua a dinamicii, în teoria newtoniană",the force applied to a body of the second law of dynamics in Newtonian theory,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,force applied to a body of the second law of dynamics in Newtonian theory,
,,m,vec F,{Delta vec p} / {Delta t},{\Delta \vec p} / {\Delta t},N,,"forţa aplicată unui corp din Legea a doua a dinamicii, în teoria newtoniană",the force applied to a body of the second law of dynamics in Newtonian theory,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,force applied to a body of the second law of dynamics in Newtonian theory,
,,m,m,,,,,masa corpului,body's mass,https://en.wikipedia.org/wiki/Mass,body mass,
,,m,Delta t,,,,,interval de timp,time interval  ,https://en.wikipedia.org/wiki/Time,Time interval,
,,m,vec a,,,,,acceleraţia corpului,body's acceleration,https://en.wikipedia.org/wiki/Acceleration,throttle body,
,,m,Delta vec v,,,,,variaţia vitezei corpului,body velocity's variation,https://en.wikipedia.org/wiki/Velocity,body velocity variation,
,,m,vec F,{Delta vec p} / {Delta t},{\Delta \vec p} / {\Delta t},N,,"forţa aplicată unui corp din Legea a doua a dinamicii, in teoria relativistă ",the force applied to a body of the second law of dynamics in relativistic theory,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,force applied to a body of the second law of dynamics in relativistic theory,
,,m,Delta vec p,,,,,variaţia impulsului corpului,body's impulse variation,https://en.wikipedia.org/wiki/Impulse_(physics),momentum change body,
,,m,m_0,,,,,masa de repaus,rest mass,https://en.wikipedia.org/wiki/Invariant_mass,rest mass,
,,m,vec v,,,,,viteza corpului,body's velocity,https://en.wikipedia.org/wiki/Velocity,body speed,
,,m,vec p,{m_0 * vec v} / {sqrt{1 - {v^2} / {c^2}}},{m_0 * \vec v} / {\sqrt{1 - {v^2} / {c^2}}},,,impulsul corpului,body's impulse  ,https://en.wikipedia.org/wiki/Impulse_(physics),impulse body,
,,m,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Speed_of_light,the speed of light in vacuum,
,,m,F,k * {m_1*m_2} / {r^2},k * {m_1*m_2} / {r^2},N,,forţa de atracţie universală din Legea atracţiei universale,universal attractive force of the Law of universal gravitation,https://en.wikipedia.org/wiki/Newton%27s_law_of_universal_gravitation,universal attractive force of the law of universal gravitation,
,,m,r,,,,,distanţa dintre corpuri,the distance between the bodies,https://en.wikipedia.org/wiki/Distance,the distance between the bodies,
,,m,k,,,,,constanta atracţiei universale,universal attraction constant,,universal gravitation constant,
,,m,m_1,,,,,masele a două corpuri considerate punctiforme,masses of two bodies considered point,,masses of two bodies considered point,
,,m,vec F,- vec R,- \vec R,,,acţiunea din partea corpului 1 asupra corpului 2 din Legea a treia a dinamicii,the action from the body 1 to the body 2 from the Third law of dynamics,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,action by one body on the body 2 of the Law Third dynamics,
,,m,m,,,,,reacţiunea din partea corpului 2 asupra corpului 1,the reaction from the body 2 to the body 1,,reaction of the body 2 on body 1,
,,n,I(x),I(0) * e^{-mu*x},I(0) * e^{-\mu*x},,,intensitatea fasciculului de fotoni la ieşirea din stratul de substanţă de grosime x din Legea de atenuare a fotonilor,the intensity of the fascicle of photons from the exit of the thickness x substance layer from the Law of the attenuation of the photons,https://en.wikipedia.org/wiki/Attenuation,intensity beam of photons out of bed material thickness x of Law attenuation of the photons,
,,n,I(0),,,,,intensitatea fasciculului la intrarea în strat,the intensity of the fascicle at the entrance of the layer,,the intensity of the beam at the entrance layer,
,,n,mu,,,,,coeficient de atenuare liniară,linear attenuation coefficient,https://en.wikipedia.org/wiki/Attenuation,linear attenuation coefficient,
,,n,x,,,,,grosimea stratului de substanţă străbătut de fasciculul de fotoni,the thickness of the substance traversed by the fascicle of photons,,the thickness of the substance traversed by the beam of photons,
,,"m,c,a,n",W_{elmag},1/2 * {q^2} / {C} + 1/2 * L * i^2,1/2 * {q^2} / {C} + 1/2 * L * i^2,J,,"energia oscilaţiilor electromagnetice din circuitul oscilant, din Legea de conservare a energiei","the energy of the electromagnetic oscillations from the oscillator circuit, from the Law of energy conservation",https://en.wikipedia.org/wiki/Conservation_of_energy,"energy electromagnetic oscillations in the oscillating circuit, the energy conservation law",
,,"m,c,a,n",W_{elmag},const,const,J,,"energia oscilaţiilor electromagnetice din circuitul oscilant, din Legea de conservare a energiei","the energy of the electromagnetic oscillations from the oscillator circuit, from the Law of energy conservation",https://en.wikipedia.org/wiki/Conservation_of_energy,"energy electromagnetic oscillations in the oscillating circuit, the energy conservation law",
,,"m,c,a,n",q,,,,,sarcina electrică a condensatorului,the electric charge of the capacitor,https://en.wikipedia.org/wiki/Capacitor,the electric charge of the capacitor,
,,"m,c,a,n",L,,,,,inductanţa bobinei,coil's inductance,https://en.wikipedia.org/wiki/Inductor,inductance coil,
,,"m,c,a,n",C,,,,,capacitatea electrică a condensatorului,electric capacitance of the capacitor,https://en.wikipedia.org/wiki/Capacitor,capacitance of the capacitor,
,,"m,c,a,n",i,,,,,intensitatea curentului electric prin bobină,electric current intensity through the coil,,electric current through the coil,
,,"m,c,a,n",bar h * nu_0,bar h * nu + E_c + L,\bar h * \nu + E_c + L,J,,energia fotonului incident în efectul Compton,incident photon energy in Compton effect,https://en.wikipedia.org/wiki/Compton_scattering,Compton effect incident photon energy,
,,"m,c,a,n",bar h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,"m,c,a,n",nu_0,,,,,frecvenţa radiaţiei incidente,the frequency of the incident radiation,https://en.wikipedia.org/wiki/Radiation,the frequency of the incident radiation,
,,"m,c,a,n",nu,,,,,frecvenţa radiaţiei împrăştiate,frequency of the radiation scattered,https://en.wikipedia.org/wiki/Radiation,frequency of the radiation scattered,
,,"m,c,a,n",bar h * nu,,,,,energia fotonului împrăştiat,scattered photon energy,,scattered photon energy,
,,"m,c,a,n",e_c,,,,,energia cinetică a electronului presupus iniţial în repaus,"the kinetic energy of the electron, initially presumed rest",https://en.wikipedia.org/wiki/Kinetic_energy,the kinetic energy of the electron at rest initially assumed,
,,"m,c,a,n",L,,,,,lucrul mecanic de ieşire a electronului din materialul împrăştietor,output mechanical work of the electron from the spreader material,https://en.wikipedia.org/wiki/Work_(physics),the work output of the electron from the material Spreader,
,,"m,c,a,n",bar h * nu,L + E_c,L + E_c,J,,energia fotonului in efectul fotoelectric,the energy of the photon in photoelectric efect,https://en.wikipedia.org/wiki/Photoelectric_effect,photon energy in the photoelectric effect,
,,"m,c,a,n",L,,,,,lucrul mecanic de extracţie,mechanical work for extraction,https://en.wikipedia.org/wiki/Work_(physics),the work extraction,
,,"m,c,a,n",E_c,{m*v^2} / {2},{m*v^2} / {2},,,energia cinetică a fotoelectronului,kinetic energy of the photoelectron,https://en.wikipedia.org/wiki/Kinetic_energy,photoelectron kinetic energy,
,,"m,c,a,n",E,E_c + E_p,E_c + E_p,J,,energia mecanică a unui sistem izolat in care acţionează forţe conservative,the mechanical energy of an isolated system in which conservative forces act,https://en.wikipedia.org/wiki/Mechanical_energy,the mechanical energy of an isolated system in which conservative forces act,
